OBJECTID,ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,LIGHT_CONDITION,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,RMA,DIVIDED,STAT_DIV_NAME,lat,lng,geolocation_area,geolocation,postcode,locality,region
3454040,T20170002859,13/02/2017,10.46.00,No,Collision with a fixed object,Monday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,145.83606,-38.159079999999996,Non-Intersection,BAW BAW,EASTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-38.159,145.836,-38.2;145.8,-38.159;145.836,,,
3454046,T20170003273,18/02/2017,14.50.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,Day,T intersection,Serious injury accident,60 km/hr,144.30972,-36.70436,Intersection,BENDIGO,NORTHERN REGION,3,1,0,1,0,2,0,1,1,0,0,1,0,0,0,0,No,0,2,0,1,1,0,LARGE_PROVINCIAL_CITIES,Local Road,Undivided,Country,-36.704,144.310,-36.7;144.3,-36.704;144.310,,,
3454047,T20170003274,18/02/2017,13.00.00,No,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Other injury accident,80 km/hr,143.96515,-38.56885,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,No,1,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-38.569,143.965,-38.6;144.0,-38.569;143.965,,,
3454053,T20170003293,18/02/2017,14.15.00,Yes,No collision and no object struck,Saturday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),Day,Not at intersection,Serious injury accident,100 km/hr,147.41849,-37.21966,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.220,147.418,-37.2;147.4,-37.220;147.418,,,
3454057,T20170003301,18/02/2017,18.00.00,Yes,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,143.3416,-34.85324,Non-Intersection,SWAN HILL,NORTHERN REGION,3,3,0,2,1,0,0,2,1,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-34.853,143.342,-34.9;143.3,-34.853;143.342,,,
3454061,T20170003682,23/02/2017,17.40.00,No,Collision with vehicle,Thursday,CROSS TRAFFIC(INTERSECTIONS ONLY),Day,Cross intersection,Serious injury accident,60 km/hr,144.95304,-37.29031,Intersection,MITCHELL,NORTHERN REGION,4,1,0,1,0,3,0,2,2,0,0,0,0,0,0,1,No,0,2,0,2,0,0,TOWNS,Local Road,Undivided,Country,-37.290,144.953,-37.3;145.0,-37.290;144.953,,,
3454070,T20170003700,23/02/2017,19.05.00,Yes,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,144.81932,-37.29892,Non-Intersection,MACEDON RANGES,NORTHERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.299,144.819,-37.3;144.8,-37.299;144.819,,,
3454071,T20170002488,8/01/2017,19.30.00,Yes,Collision with vehicle,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Other injury accident,80 km/hr,143.87,-37.52841,Non-Intersection,BALLARAT,WESTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,No,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,Local Road,Undivided,Country,-37.528,143.870,-37.5;143.9,-37.528;143.870,,,
3454089,T20170002883,12/02/2017,17.00.00,Yes,Collision with a fixed object,Sunday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,80 km/hr,146.01988,-37.90739,Non-Intersection,BAW BAW,EASTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.907,146.020,-37.9;146.0,-37.907;146.020,,,
3454097,T20170007608,15/04/2017,21.55.00,Yes,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dark Street lights on,Not at intersection,Other injury accident,60 km/hr,144.29706000000002,-36.74159,Non-Intersection,BENDIGO,NORTHERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,LARGE_PROVINCIAL_CITIES,Arterial Highway,Divided,Country,-36.742,144.297,-36.7;144.3,-36.742;144.297,,,
3454113,T20170008020,21/04/2017,19.30.00,Yes,Collision with a fixed object,Friday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Serious injury accident,100 km/hr,145.96155,-37.335679999999996,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.336,145.962,-37.3;146.0,-37.336;145.962,,,
3454118,T20170008034,22/04/2017,08.03.00,No,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,144.26684,-37.29029,Non-Intersection,HEPBURN,WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.290,144.267,-37.3;144.3,-37.290;144.267,,,
3454122,T20170008038,13/04/2017,14.15.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),Day,Not at intersection,Other injury accident,110 km/hr,145.03081,-37.32866,Non-Intersection,MITCHELL,NORTHERN REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,Freeway,Divided,Country,-37.329,145.031,-37.3;145.0,-37.329;145.031,,,
3454131,T20170008431,14/04/2017,11.00.00,No,No collision and no object struck,Friday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),Day,Not at intersection,Other injury accident,Not known,144.63958,-36.05811,Non-Intersection,CAMPASPE,NORTHERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.058,144.640,-36.1;144.6,-36.058;144.640,,,
3454133,T20170008436,28/04/2017,13.00.00,No,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),Day,Not at intersection,Other injury accident,100 km/hr,146.01021,-38.05925,Non-Intersection,BAW BAW,EASTERN REGION,4,1,0,0,1,3,0,2,2,0,0,0,0,0,0,1,No,0,2,0,2,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-38.059,146.010,-38.1;146.0,-38.059;146.010,,,
3454137,T20170007248,10/04/2017,16.05.00,No,Vehicle overturned (no collision),Monday,OFF CARRIAGEWAY TO RIGHT,Day,Not at intersection,Other injury accident,100 km/hr,143.07226,-37.99989,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,1,0,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-38.000,143.072,-38.0;143.1,-38.000;143.072,,,
3454138,T20170007250,10/04/2017,10.11.00,No,Collision with a fixed object,Monday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Other injury accident,80 km/hr,148.0555,-37.8588,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.859,148.055,-37.9;148.1,-37.859;148.055,,,
3454139,T20170007253,10/04/2017,14.15.00,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),Day,Cross intersection,Serious injury accident,60 km/hr,143.74492,-37.06093,Intersection,CENTRAL GOLDFIELDS,WESTERN REGION,2,2,0,1,1,0,0,0,2,0,0,0,0,0,1,0,No,0,2,0,2,0,0,TOWNS,Local Road,Undivided,Country,-37.061,143.745,-37.1;143.7,-37.061;143.745,,,
3454144,T20170007262,2/04/2017,14.00.00,No,Vehicle overturned (no collision),Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),Day,Not at intersection,Other injury accident,Camping grounds or off road,145.17821,-37.16395,Non-Intersection,MITCHELL,NORTHERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.164,145.178,-37.2;145.2,-37.164;145.178,,,
3454149,T20170007650,16/04/2017,17.35.00,Yes,Struck animal,Sunday,STRUCK ANIMAL,Dusk/Dawn,Not at intersection,Other injury accident,100 km/hr,144.63637,-37.15542,Non-Intersection,MACEDON RANGES,NORTHERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.155,144.636,-37.2;144.6,-37.155;144.636,,,
3454152,T20170007655,16/04/2017,18.15.00,Yes,Collision with vehicle,Sunday,CROSS TRAFFIC(INTERSECTIONS ONLY),Dark No street lights,Cross intersection,Other injury accident,100 km/hr,145.15013000000002,-36.25464,Intersection,SHEPPARTON,NORTH EASTERN REGION,3,2,0,0,2,1,0,1,2,0,0,0,0,0,0,1,No,0,2,0,2,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.255,145.150,-36.3;145.2,-36.255;145.150,,,
3454162,T20170008039,22/04/2017,10.00.00,No,No collision and no object struck,Saturday,OFF CARRIAGEWAY ON RIGHT BEND,Day,Not at intersection,Serious injury accident,100 km/hr,143.70021,-37.79022,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.790,143.700,-37.8;143.7,-37.790;143.700,,,
3454165,T20170008042,3/04/2017,07.30.00,No,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,80 km/hr,143.60883,-37.61531,Non-Intersection,PYRENEES,WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.615,143.609,-37.6;143.6,-37.615;143.609,,,
3454166,T20170008047,22/04/2017,12.00.00,No,Collision with a fixed object,Saturday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Other injury accident,80 km/hr,145.55561,-35.82906,Non-Intersection,MOIRA,NORTH EASTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-35.829,145.556,-35.8;145.6,-35.829;145.556,,,
3454169,T20170008053,22/04/2017,10.35.00,No,collision with some other object,Friday,OTHER ACCIDENTS NOT CLASSIFIABLE ELSEWHERE,Day,Not at intersection,Serious injury accident,100 km/hr,146.66755,-36.77158,Non-Intersection,ALPINE,NORTH EASTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.772,146.668,-36.8;146.7,-36.772;146.668,,,
3454170,T20170008056,22/04/2017,14.58.00,Yes,Vehicle overturned (no collision),Saturday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),Day,Not at intersection,Serious injury accident,80 km/hr,144.58971,-37.6056,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Arterial Other,Undivided,Metro,-37.606,144.590,-37.6;144.6,-37.606;144.590,,,
3454192,T20170007280,10/04/2017,17.00.00,No,Collision with a fixed object,Monday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Fatal accident,100 km/hr,143.55313,-38.75114,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,4,3,1,2,0,1,0,3,1,0,0,0,0,0,0,0,No,0,1,0,0,0,1,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-38.751,143.553,-38.8;143.6,-38.751;143.553,,,
3454195,T20170007286,6/04/2017,11.20.00,No,Vehicle overturned (no collision),Thursday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),Day,Not at intersection,Serious injury accident,80 km/hr,146.50734,-37.15455,Non-Intersection,MANSFIELD,NORTH EASTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.155,146.507,-37.2;146.5,-37.155;146.507,,,
3454201,T20170007680,14/04/2017,14.00.00,No,Vehicle overturned (no collision),Friday,OFF CARRIAGEWAY TO LEFT,Day,Not at intersection,Other injury accident,60 km/hr,145.86092,-36.80284,Non-Intersection,STRATHBOGIE,NORTH EASTERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.803,145.861,-36.8;145.9,-36.803;145.861,,,
3454204,T20170007684,17/04/2017,12.25.00,No,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),Day,Not at intersection,Serious injury accident,80 km/hr,143.27396000000002,-38.74586,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,5,2,0,1,1,3,0,3,1,0,0,1,0,0,0,0,No,0,2,0,1,1,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-38.746,143.274,-38.7;143.3,-38.746;143.274,,,
3454206,T20170007687,17/04/2017,11.30.00,No,collision with some other object,Monday,STRUCK OBJECT ON CARRIAGEWAY,Day,Not at intersection,Serious injury accident,Camping grounds or off road,145.65604,-37.31974,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.320,145.656,-37.3;145.7,-37.320;145.656,,,
3454214,T20170008069,22/04/2017,20.30.00,Yes,Collision with vehicle,Saturday,LANE CHANGE RIGHT (NOT OVERTAKING),Dark Street lights on,T intersection,Other injury accident,80 km/hr,145.4315,-36.30278,Intersection,SHEPPARTON,NORTH EASTERN REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,Yes,0,2,1,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-36.303,145.431,-36.3;145.4,-36.303;145.431,,,
3454220,T20170008078,22/04/2017,22.45.00,Yes,Collision with vehicle,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dark Street lights on,Cross intersection,Serious injury accident,60 km/hr,142.94468,-37.28392,Intersection,ARARAT,WESTERN REGION,2,1,0,1,0,1,0,0,2,0,0,0,0,0,0,1,No,0,3,1,2,0,0,TOWNS,Arterial Highway,Undivided,Country,-37.284,142.945,-37.3;142.9,-37.284;142.945,,,
3454221,T20170008083,21/04/2017,04.30.00,Yes,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Other injury accident,80 km/hr,147.99374,-37.86159,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,TOWNS,Local Road,Undivided,Country,-37.862,147.994,-37.9;148.0,-37.862;147.994,,,
3454223,T20170008087,23/04/2017,03.16.00,Yes,Collision with a fixed object,Sunday,OFF END OF ROAD/T-INTERSECTION.,Dark No street lights,T intersection,Serious injury accident,60 km/hr,142.53932,-37.128440000000005,Intersection,NORTHERN GRAMPIANS,WESTERN REGION,5,2,0,2,0,3,0,3,2,0,0,0,0,0,0,2,Yes,0,2,0,2,0,0,SMALL_TOWNS,Arterial Other,Undivided,Country,-37.128,142.539,-37.1;142.5,-37.128;142.539,,,
3454224,T20170008088,22/04/2017,12.20.00,No,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Other injury accident,Not known,143.53425,-36.80381,Non-Intersection,CENTRAL GOLDFIELDS,WESTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.804,143.534,-36.8;143.5,-36.804;143.534,,,
3454228,T20170008475,29/04/2017,02.15.00,Yes,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Serious injury accident,100 km/hr,143.8176,-38.07934,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-38.079,143.818,-38.1;143.8,-38.079;143.818,,,
3454237,T20170008498,29/04/2017,09.20.00,No,Collision with a fixed object,Friday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Other injury accident,Camping grounds or off road,144.10613999999998,-38.39752,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-38.398,144.106,-38.4;144.1,-38.398;144.106,,,
3454240,T20170007305,11/04/2017,09.55.00,No,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,80 km/hr,143.65478000000002,-37.67477,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.675,143.655,-37.7;143.7,-37.675;143.655,,,
3454245,T20170007315,18/03/2017,10.40.00,No,Collision with vehicle,Friday,ENTERING PARKING,Day,Not at intersection,Other injury accident,50 km/hr,142.91767,-35.981759999999994,Non-Intersection,BULOKE,NORTHERN REGION,3,1,0,0,1,2,0,0,1,0,0,1,1,0,0,0,No,0,3,0,1,1,0,SMALL_TOWNS,Arterial Other,Divided,Country,-35.982,142.918,-36.0;142.9,-35.982;142.918,,,
3454246,T20170007317,11/04/2017,10.40.00,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),Day,Cross intersection,Other injury accident,100 km/hr,144.38198,-36.299040000000005,Intersection,CAMPASPE,NORTHERN REGION,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,No,0,2,1,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-36.299,144.382,-36.3;144.4,-36.299;144.382,,,
3454251,T20170007327,11/04/2017,08.30.00,No,Collision with a fixed object,Tuesday,OFF END OF ROAD/T-INTERSECTION.,Day,T intersection,Serious injury accident,50 km/hr,142.31473,-35.06622,Intersection,MILDURA,WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,TOWNS,Local Road,Undivided,Country,-35.066,142.315,-35.1;142.3,-35.066;142.315,,,
3454258,T20170007712,17/04/2017,19.45.00,Yes,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),Dark No street lights,Not at intersection,Serious injury accident,100 km/hr,143.16582,-36.42418,Non-Intersection,NORTHERN GRAMPIANS,WESTERN REGION,2,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,No,0,2,1,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.424,143.166,-36.4;143.2,-36.424;143.166,,,
3454261,T20170007717,19/02/2017,16.00.00,Yes,Vehicle overturned (no collision),Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),Unk.,Not at intersection,Other injury accident,80 km/hr,144.36751999999998,-36.77315,Non-Intersection,BENDIGO,NORTHERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.773,144.368,-36.8;144.4,-36.773;144.368,,,
3454268,T20170008100,23/04/2017,10.40.00,No,Struck Pedestrian,Sunday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,Day,Not at intersection,Serious injury accident,60 km/hr,144.71837,-36.93707,Non-Intersection,BENDIGO,NORTHERN REGION,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,No,0,1,0,1,0,0,TOWNS,Local Road,Undivided,Country,-36.937,144.718,-36.9;144.7,-36.937;144.718,,,
3454274,T20170008114,23/04/2017,14.00.00,No,Collision with vehicle,Sunday,RIGHT NEAR (INTERSECTIONS ONLY),Day,T intersection,Serious injury accident,100 km/hr,145.38682,-37.20517,Intersection,MURRINDINDI,NORTH EASTERN REGION,6,3,0,2,1,3,0,4,2,0,0,0,0,0,0,1,No,0,2,0,2,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-37.205,145.387,-37.2;145.4,-37.205;145.387,,,
3454277,T20170008118,23/04/2017,15.35.00,No,Collision with vehicle,Sunday,LANE CHANGE LEFT (NOT OVERTAKING),Day,Not at intersection,Other injury accident,100 km/hr,145.46995,-38.211870000000005,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,6,1,0,0,1,5,0,4,2,0,0,0,0,0,1,1,No,0,2,0,2,0,0,RURAL_VICTORIA,Arterial Highway,Divided,Metro,-38.212,145.470,-38.2;145.5,-38.212;145.470,,,
3454293,T20170007331,11/04/2017,16.45.00,No,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),Dusk/Dawn,Not at intersection,Other injury accident,50 km/hr,144.95737,-37.30789,Non-Intersection,MITCHELL,NORTHERN REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,No,0,2,0,2,0,0,TOWNS,Local Road,Undivided,Country,-37.308,144.957,-37.3;145.0,-37.308;144.957,,,
3454302,T20170007347,11/04/2017,07.30.00,No,Collision with a fixed object,Tuesday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Fatal accident,100 km/hr,145.70248999999998,-37.311170000000004,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,No,1,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-37.311,145.702,-37.3;145.7,-37.311;145.702,,,
3454315,T20170007750,17/04/2017,15.00.00,No,No collision and no object struck,Sunday,OTHER ACCIDENTS ON CURVE NOT INCLUDED IN DCAs 180-184,Day,Not at intersection,Other injury accident,Camping grounds or off road,143.83854,-37.75861,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.759,143.839,-37.8;143.8,-37.759;143.839,,,
3454317,T20170007753,18/04/2017,13.30.00,No,Fall from or in moving vehicle,Tuesday,FELL IN/FROM VEHICLE,Day,Not at intersection,Other injury accident,Camping grounds or off road,146.55368,-38.60429,Non-Intersection,WELLINGTON,EASTERN REGION,2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-38.604,146.554,-38.6;146.6,-38.604;146.554,,,
3454322,T20170008131,23/04/2017,16.20.00,Yes,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),Day,Not at intersection,Fatal accident,100 km/hr,145.28405,-38.38238,Non-Intersection,(FRENCH ISLAND),EASTERN REGION,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,No,0,2,0,1,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-38.382,145.284,-38.4;145.3,-38.382;145.284,,,
3454324,T20170008133,23/04/2017,20.30.00,Yes,Collision with a fixed object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,Dark Street lights on,T intersection,Other injury accident,60 km/hr,147.99306,-37.86418,Intersection,EAST GIPPSLAND,EASTERN REGION,5,5,0,0,5,0,0,4,1,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,TOWNS,Local Road,Undivided,Country,-37.864,147.993,-37.9;148.0,-37.864;147.993,,,
3454330,T20170008150,12/04/2017,12.05.00,No,Vehicle overturned (no collision),Wednesday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),Day,T intersection,Other injury accident,Not known,147.08684,-37.76931,Intersection,WELLINGTON,EASTERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.769,147.087,-37.8;147.1,-37.769;147.087,,,
3454331,T20170008532,29/04/2017,16.50.00,Yes,Collision with a fixed object,Saturday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Other injury accident,100 km/hr,144.74421999999998,-36.76737,Non-Intersection,BENDIGO,NORTHERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-36.767,144.744,-36.8;144.7,-36.767;144.744,,,
3454335,T20170008543,30/04/2017,12.15.00,No,Collision with vehicle,Sunday,RIGHT FAR (INTERSECTIONS ONLY),Day,T intersection,Serious injury accident,100 km/hr,146.67428999999998,-38.21115,Intersection,LATROBE,EASTERN REGION,2,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,No,0,2,0,1,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-38.211,146.674,-38.2;146.7,-38.211;146.674,,,
3454336,T20170008544,23/04/2017,15.00.00,No,Vehicle overturned (no collision),Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),Day,Not at intersection,Serious injury accident,100 km/hr,147.39703,-36.954840000000004,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.955,147.397,-37.0;147.4,-36.955;147.397,,,
